file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
wrongalot__2021__06.txt	wrongalot	Wrong A Lot	Matti 👾		Musings of the optimist	https://wrongalot.substack.com/p/on-reflexivity-and-imitation-part	2021	2917	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
mtrajan__2019__01.txt	mtrajan	mtrajan blog	Thiyagarajan M (Rajan)		Current obsession - NemoClaw. Head of AI, Kalmnatic.com. Pre-seed investor(Upekkha). Previously Intuit. Computer vision startup. SF and Bangalore.	https://mtrajan.substack.com/p/product-nation-first-decade-85ae278c14d2	2019	2209	Substack post indexed by the publication's own /sitemap/2019, before ChatGPT public launch 2022-11-30
mtrajan__2019__02.txt	mtrajan	mtrajan blog	Thiyagarajan M (Rajan)		Current obsession - NemoClaw. Head of AI, Kalmnatic.com. Pre-seed investor(Upekkha). Previously Intuit. Computer vision startup. SF and Bangalore.	https://mtrajan.substack.com/p/exit-is-hidden-7b1f7f05c5df	2019	929	Substack post indexed by the publication's own /sitemap/2019, before ChatGPT public launch 2022-11-30
forwardthinking__2021__01.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/no-one-actually-cares	2021	463	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__02.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/surviving-mediocrity	2021	307	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__03.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/scouting-matt-redler-cofounderceo	2021	1491	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__04.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/be-anyone	2021	569	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__05.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/scouting-through-market-maps	2021	457	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__06.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/invest-in-sparkles	2021	505	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__07.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/stay-in-your-lane	2021	344	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
forwardthinking__2021__08.txt	forwardthinking	Forward Thinking (By Mat Sherman)	Mat Sherman		The personal newsletter of Mat Sherman. Covering startup ideas, market trends, and whatever else I think of.	https://forwardthinking.substack.com/p/missionaries-dont-sell-early	2021	652	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__01.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/change-action-2022-flipping-the-script	2021	1054	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__02.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/visualizing-2022	2021	357	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__03.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/preparing-for-change	2021	652	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__04.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/the-cure-for-fomo	2021	700	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__05.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/a-problem-with-the-quantified-self	2021	345	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__06.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/personal-health-and-the-power-of	2021	331	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__07.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/this-is-what-i-eat	2021	844	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
primecuts__2021__08.txt	primecuts	Prime Cuts Newsletter	Philip Pearlman		Knowledge & Inspiration for the Mind, Body, & Spirit from the Practical to the Ridiculous.	https://primecuts.substack.com/p/avoiding-injuries	2021	360	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__01.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/public-health-in-the-bio-security	2021	1745	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__02.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/what-are-xenoestrogens	2021	2125	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__03.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/anatomy-of-the-bio-security-police	2021	928	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__04.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/urgent-public-service-announcement-ef9	2021	697	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__05.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/the-clot-thickens-dr-malcolm-kendrick	2021	914	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__06.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/the-decentralized-revolution-in-agriculture	2021	1640	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__07.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/the-texas-beef-initiative	2021	1015	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rootcausemd__2021__08.txt	rootcausemd	The RootCause Journal of Medicine	RootCause MD		A newsletter about the harms of seed oils, the dangers of xeno-estrogens, ancestral eating, regenerative agriculture and health optimization. The Rest Is Up to 	https://rootcausemd.substack.com/p/the-malignant-centralization-of-agriculture	2021	2069	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__01.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-manley-macro-memo-ef7	2021	1466	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__02.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-manley-macro-memo-b40	2021	1597	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__03.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-manley-macro-memo-464	2021	1319	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__04.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-manley-macro-memo-97c	2021	1866	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__05.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-fed-admitted-that-inflation-may	2021	2023	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__06.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/is-the-fed-making-a-monetary-mistake	2021	2293	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__07.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/will-stocks-continue-to-rally	2021	1711	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
manleymacro__2021__08.txt	manleymacro	The Manley Market Memo	J. Lawrence Manley, CFA		We analyze the economy and financial markets through the lens of an experienced contrarian value investor. We believe that capital preservation is paramount, an	https://manleymacro.substack.com/p/the-manley-macro-memo-100	2021	1652	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__01.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-14112021	2021	649	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__02.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-24102021	2021	665	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__03.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-10102021	2021	775	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__04.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-26092021	2021	914	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__05.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-11092021	2021	730	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__06.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-28082021	2021	1583	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__07.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-25072021	2021	609	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
filpasini__2021__08.txt	filpasini	fil_pasini’s Newsletter	fil_pasini		investimenti e borse da un punto di vista value	https://filpasini.substack.com/p/riassunto-settimanale-12072021	2021	820	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
buffalotraderswritingdesk__2021__01.txt	buffalotraderswritingdesk	Buffalo Trader's Writing Desk	David Buffalo		Trading, economics, with political commentary and personal philosophy thrown in. It is my fervent goal to service 1000 readers for a small fee per month to writ	https://buffalotraderswritingdesk.substack.com/p/cryptocurrency-and-camel-noses	2021	1631	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
buffalotraderswritingdesk__2021__02.txt	buffalotraderswritingdesk	Buffalo Trader's Writing Desk	David Buffalo		Trading, economics, with political commentary and personal philosophy thrown in. It is my fervent goal to service 1000 readers for a small fee per month to writ	https://buffalotraderswritingdesk.substack.com/p/forward-for-the-buffalo-traders-writing	2021	1116	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__01.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/thoughtsinwinter	2021	1602	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__02.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/12books	2021	2405	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__03.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/gifting	2021	2830	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__04.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/twinvirtues	2021	4373	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__05.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/childrentransitioning	2021	1954	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__06.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/theboataccident	2021	4824	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__07.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/friendship	2021	1633	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
naturalselections__2021__08.txt	naturalselections	Natural Selections	Heather Heying		If it evolved, it's fair game.	https://naturalselections.substack.com/p/polyandry-on-the-far-side-of-the	2021	1355	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__01.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/8623814_123121-email-blast-76	2021	2037	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__02.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/8610826_121021-email-blast-73	2021	1857	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__03.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/8600250_112621-email-blast-71	2021	981	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__04.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/4914250_111221-email-blast-69	2021	1423	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__05.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/4896514_102921-email-blast-67	2021	1937	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__06.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/4860854_100821-email-blast-64	2021	1887	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__07.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/4840186_092421-email-blast-62	2021	1560	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
robertbryce__2021__08.txt	robertbryce	Robert Bryce	Robert Bryce		Energy, power, innovation, and politics.	https://robertbryce.substack.com/p/4821274_091021-email-blast-60	2021	1510	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__01.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/a-new-years-letter-to-kent-denver	2021	998	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__02.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/numbers-are-hard	2021	464	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__03.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/its-no-wonder-our-energy-policy-has	2021	507	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__04.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/a-beloved-companion-says-goodbye	2021	564	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__05.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/real-world-real-problems	2021	663	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__06.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/dogs-ropes-and-chains	2021	562	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__07.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/liberty-for-a-150-gift-card	2021	436	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
hottakeoftheday__2021__08.txt	hottakeoftheday	#hottakeoftheday	David Ramsden-Wood		David Ramsden-Wood's #hottakeoftheday	https://hottakeoftheday.substack.com/p/consumer-pain-is-the-only-path-forward	2021	527	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__01.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/the-anti-vaxx-farce-in-romania-is	2021	1609	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__02.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/democracy-dies-in-sunlight-on-human	2021	730	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__03.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/mandatory-covid-19-vaccination-in	2021	2207	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__04.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/the-kitchen-floor-debate-or-what	2021	1698	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__05.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/an-eu-commissioner-is-insulted-by	2021	1212	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__06.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/polands-dictatorial-farce-reaches	2021	1017	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__07.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/the-horror-intensifies-the-polish	2021	876	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thebarricade__2021__08.txt	thebarricade	The Barricade	The Barricade		The Barricade is a bold, non-mainstream media platform offering uncompromising Eastern European perspectives with a strong anti-imperialist stance.	https://thebarricade.substack.com/p/the-border	2021	4214	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
intellectualinvestorrussian__2021__01.txt	intellectualinvestorrussian	Интеллектуальный Инвестор	Vitaliy Katsenelson			https://intellectualinvestorrussian.substack.com/p/30-years-in-america	2021	2423	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
intellectualinvestorrussian__2021__02.txt	intellectualinvestorrussian	Интеллектуальный Инвестор	Vitaliy Katsenelson			https://intellectualinvestorrussian.substack.com/p/beloved-country-unloved-hedge	2021	1733	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
intellectualinvestorrussian__2021__03.txt	intellectualinvestorrussian	Интеллектуальный Инвестор	Vitaliy Katsenelson			https://intellectualinvestorrussian.substack.com/p/girls-gambit	2021	856	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
intellectualinvestorrussian__2021__04.txt	intellectualinvestorrussian	Интеллектуальный Инвестор	Vitaliy Katsenelson			https://intellectualinvestorrussian.substack.com/p/a-shift-in-perception-transforms-reality	2021	684	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__01.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-49	2021	338	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__02.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-47	2021	336	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__03.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-45	2021	311	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__04.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-43	2021	390	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__05.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-41	2021	342	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__06.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-39	2021	321	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__07.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-37	2021	323	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
pineconemacroresearch__2021__08.txt	pineconemacroresearch	Pinecone Weekly Brief	Chase Taylor		What Chase is focused on this week - a snippet from PMR's Flagship Cascade Letter	https://pineconemacroresearch.substack.com/p/walk-in-the-pines-35	2021	345	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lex__2021__01.txt	lex	Fintech Blueprint 🤖🏦🧭	Lex Sokolin		Become a world-class financial services investor and operator, leveraging our deep research on Fintech, DeFi, and AI to improve your strategy and achieve succes	https://lex.substack.com/p/digital-wealth-moneyfarm-b2b-digital	2021	951	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lex__2021__02.txt	lex	Fintech Blueprint 🤖🏦🧭	Lex Sokolin		Become a world-class financial services investor and operator, leveraging our deep research on Fintech, DeFi, and AI to improve your strategy and achieve succes	https://lex.substack.com/p/short-takes-30b-and-5mm-users-for	2021	1620	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
lex__2021__03.txt	lex	Fintech Blueprint 🤖🏦🧭	Lex Sokolin		Become a world-class financial services investor and operator, leveraging our deep research on Fintech, DeFi, and AI to improve your strategy and achieve succes	https://lex.substack.com/p/short-takes-china-bans-bitcoin-again	2021	1905	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
